n#11124961	Fernand_Léger Fernand_léger
n#07222581	lenda estória contodefadas conto_de_fadas
n#10725280	tradutora
n#10630188	locutor palestrante alto-falante
n#10245236	proprietário dono
n#01693783	Chamaeleonidae camaleão camaleão
n#13459322	Ajustamentos
n#11008313	Al_Gore Al_gore
v#02475922	nomear
n#11082535	Johannes_Vilhelm_Jensen Johannes_vilhelm_jensen
n#06281848	Modulação_em_Fase Modulação_em_fase
n#06961681	Língua_córnica córnico
n#08881398	Cornualha Cornualha
n#00773235	comissão
n#02105641	Old_English_Sheepdog Old_english_sheepdog
n#10193650	caçadora
n#14210564	priapismo priapismo
v#00958174	repetir papaguear
n#08134081	National_Institutes_of_Health National_institutes_of_health
v#01370561	chutar
a#00266420	pusilânime
v#02341816	estofar
n#08365222	economia_mista economia_mista
n#08170070	República_de_Weimar República_de_weimar
n#02140357	Nyctimene
n#10992336	Antoní_Gaudí Antoní_gaudí Antoni_Gaudí Antoni_gaudí Obras_de_Antoni_Gaudí
n#02836766	Big_Ben Big_ben
n#10699262	terráqueo terrestre
n#15272571	intervalo_entre_o_primeiro_e_o_segundo_tempo_de_um_jogo
v#02671761	dececionar
n#10919278	Georges_Cuvier Georges_cuvier
n#04262969	Banda_Sonora Bandas_sonoras banda_sonora
n#03067912	colagem
a#01903965	de_puro_sangue
n#11101986	Johannes_Kepler Johannes_kepler
n#13998781	restrição limitação
n#09144117	El_Paso El_paso
a#02864165	monumental
n#14640756	Prótio prótio
n#10858468	Hieronymus_Bosch Hieronymus_bosch Pinturas_de_Hieronymus_Bosch
a#00721505	inegável que_não_se_pode_negar
n#07954946	colagem
v#01972570	cair
n#07086323	ritmo
r#00199986	felizmente
n#07267461	maça macis
n#04379096	tecla_tab
n#02586382	Lutjanidae
n#13706310	shekel
n#11149016	Fernão_de_Magalhães Fernão_de_magalhães Fernao_de_magalhaes
n#03027001	cronômetro
n#08784581	Cnossos Cnossos
n#12201761	Triplochiton
n#11897760	Stephanomeria
n#05386845	Ducto_colédoco
v#00483181	compatibilizar
n#06760249	lágrimas_de_crocodilo
n#04715487	adequação adequabilidade conveniência
n#12745976	Buxus
n#08182105	respeitabilidade
n#11529603	Plantae
n#11847615	Harrisia
n#06856189	tefilin
n#04682462	mancha
n#03874138	Barcos_a_vapor_com_rodas_de_pás
n#08753729	Jamaica Jamaica
n#03136369	besta arco_tipo_besta
a#00217728	bonito belo bonita formoso lindo bela
n#02404906	Zebu
n#09688008	Celtas celtas Celta
n#09089923	Louisville
n#06443922	Epístola_aos_Gálatas Epístola_aos_gálatas
n#14700162	ardósia
n#00517728	festival
n#05938314	microcosmo
n#14255234	glaucoma glaucoma
n#08107499	família classe
a#00285905	racista
a#01060445	estacionário
a#00944449	extensível
n#05955186	Mainstream fluxo_principal pensamento_predominante
n#03005033	chancelaria
a#00571643	inconsciente
v#01640107	redesenhar
a#00777650	utilizável usável disponível
n#07472929	campanha
n#06890470	floresça
n#03697007	serraria
n#14976448	algodão_carvado_e_comprido_em_camadas_moles
v#00905399	escusar perdoar
a#00025238	ácida
n#11074769	Isócrates
n#11789589	Costela_de_Adão Costela_de_adão Costela-de-adão
n#00449517	Automobilismo automobilismo
n#07226015	ameaça groźba
n#06944156	eslavo_eclesiástico Eslavo_Eclesiástico eslavo_eclesiástico
a#01118928	heliocêntrico
n#03670208	Limusina limusine
n#09676746	Eslavos Povos_eslavos eslavos
r#00431941	originalmente
n#09734885	turco
n#15136723	dia
n#00190180	corrida_impulsionada
n#09567421	Némesis Nêmesis
n#01397114	alga
n#08745687	Tabasco
a#01722039	desculpável
n#06842660	dois_pontos dois_pontos
v#00190180	concatenar
a#00292611	enterrado
n#08494231	Amusement_Park parque_de_diversão
a#01219373	alpino alpestre
n#04485884	tríscele
n#04542329	Aduela aduela
n#02362721	Castores Castoridae
n#04994413	Doce
n#05228374	quilha
n#08711143	Ilha_Bouvet
n#03116333	bastidores
n#05538625	Cabeça_e_pescoço cabeça pescoço cabeça
n#04317175	Estetoscópio auscultador
n#12224522	Casuarinaceae
n#05738625	teste
n#11105298	B._B._King King Riley_B_King
n#14730553	gelatina
n#12430878	Alliaceae
n#00048374	chegada
r#00064083	anatomicamente
a#02028046	bimanual
a#01822563	factível viável praticável executável exeqüível maneável manejável prestimoso verossímil exequível
n#07541053	esperança
n#15003329	zarcão
n#09374493	nova
v#00178898	tirar arrancar
n#14176051	Dracunculíase
n#03779621	Moldagem
a#01777822	psicadélico
a#02800689	esférico
n#02458135	Preguiça-de-hoffmann
n#11847414	Gymnocalycium
n#08362302	oclocracia
n#06591609	Antologia Antologias antologia florilégio selecta crestomatia
n#02360282	tâmia tâmia
n#02276355	Vanessa_atalanta
n#06586672	hiperligação hiperligação
n#09787878	embaixador embaixatriz
n#01166760	dilema compromisso
n#14379829	sensatez razoabilidade
v#01018065	pedir
n#07469975	Arremesso_de_peso
n#14388139	Transtorno_de_personalidade_anti-social Transtorno_de_personalidade_antissocial
n#00745005	transgressão
n#09521395	Nusku
n#08809165	Milão Milão
a#02089724	incógnito
n#11205797	Nicolau_de_Mira Nicolau_de_mira Nicolau
n#10889533	Marc_Chagall Marc_chagall
n#09332770	Lago_Ontário Lago_Ontario Lago_ontário Lago_ontario Ontário
n#06901053	Java Linguagem_de_programação_Java Linguagem_de_programação_java
n#15060688	Pau_a_pique Pau-a-pique
n#08469233	Minimalismo minimalismo minimalismo
n#06243096	taoismo
n#14913860	Tiossulfato_de_sódio
n#08456619	legislação_fiscal
v#02262752	entregar
n#03899100	pai-nosso
v#02712914	orientar
n#11145850	Lisandro
n#12242668	Phyllodoce
v#02653159	aquartelar
v#01666002	improvisar
n#12862828	Patchouli
n#14932645	gabro
n#09210862	atol Atóis Atol
n#08713772	Balcãs
v#00925873	formular
n#02999757	colar
n#05769314	quimera
v#01526605	começar
n#12907465	tabaco fumo
n#11203472	Nero Nero
n#05786184	meditação
n#06403107	datilografia
n#06988307	aramaico
n#09707289	lituano
n#12962847	cromoplasto
n#07928790	Pepsi-Cola Pepsi-cola
n#13673178	Dólar_de_Fiji Dólar_de_fiji
a#01212469	baixa
n#14936010	hidróxido_de_cálcio
a#02946221	educacional educativo
n#10526927	juiz
a#02764643	ministerial
v#00945125	concluir
a#03018498	taxonômico
n#08249854	Indie_pop
n#09900711	catalisadores
n#11180812	Alan_Alexander_Milne Alan_alexander_milne
n#11965378	Erigeron
n#02394477	Artiodáctilos artiodátilos artiodátilo ungulados
v#01222328	agarrar
a#01315844	congénito congênito inato
n#03399391	portada
n#07858484	tahine
n#02367492	chinchila
n#07547805	hostilidade ódio aversão Hostilidade inimizade abominação ressentimento repulsa
n#08218122	companhia
n#07658461	Fraldinha
n#13726562	caloria
n#00294452	carreira
n#14865316	Plagióclase plagioclase
n#06898129	Volapuque volapuque Volapuque
n#11759853	Samanea_saman
a#01649561	tenro vulnerável terno
n#02945594	acampamento campismo parques_de_campismo
n#00239230	iniciativa
n#00226107	espasmo
n#01127019	execução cumprimento coerção imposição cumprimento_(legal)
n#05399243	leite_materno
n#00700652	Psicoterapia psicoterapia
n#14325732	cólica cólica
n#05876912	Lei_da_partição_de_Nernst
n#11414874	Pertubação
n#12374002	Cistaceae
n#12097927	Plumbaginaceae
v#02071142	pingar gotejar
n#04017571	psicrómetro
a#01042703	convencional solene
a#02879273	menstrual catamenial
n#10497202	curandeiro
n#03455033	túmulo sepultura tumba
v#00084738	narcotizar estupefazer
n#11659500	Sundacarpus
n#05695554	equivalente
n#10817458	Marian_Anderson
n#12167282	Momordica
n#05197574	rédea
n#06589151	sistema_de_gestão_de_bases_de_dados_orientadas_a_ojectos
n#05195796	sangue_vital
n#01489709	Tubarão-corre-costa
v#00307568	entrar_em_erupção
n#11720891	Ranunculus_aquatilis
n#08359753	quinta_coluna
n#08622201	posição
n#03478907	sala hall
n#04982478	calma
n#02742753	flecha seta flecha
n#14564934	Sarcoidose sarcoidose
v#02150510	ver
n#07020895	música
n#10387196	campista_direito
n#06204126	Supremacia_branca White_Power White_power
n#02561381	Esox_lucius
n#08191230	exército forças_armadas Exército
n#00257580	chuveiro
n#04677716	rosto
n#12491017	Bauhinia_variegata
n#01324431	carnívoro carnivora
n#07504841	afeição
n#09338013	Léptons lépton lépton
n#01253060	emanação
a#00167278	linda bonita
n#03230446	DTP Dtp
n#00499263	tênis_de_mesa Ténis_de_Mesa Ténis-de-mesa Tenis_de_mesa pingue-pongue
n#06571639	Konqueror
r#00081591	semanalmente
r#00124038	graficamente
n#02898585	vestido_de_casamento
n#07824702	páprica
n#07818133	feno-grego feno-grego
v#01043887	apitar sibilar
n#02676938	acrópole
n#13740168	nada zero qualquer_coisa coisa_alguma nenhuma_coisa
n#01099946	alavancagem_financeira
n#05876469	Lei_de_dalton lei_de_Dalton
n#05733583	Docimologia avaliação valorização apreciação_(comércio)
a#02867783	musical
n#08081142	casa_de_força
n#14105737	Esclerose_lateral_amiotrófica
r#00487759	inapropriadamente excessivamente
n#10896987	Agatha_Christie Agatha_christie
n#14775067	benzoato
n#15228910	momento hora
n#05521636	Vulva vulva cona
v#00459776	atrasar
n#09282363	fundo
n#09525961	Ganexa Ganesa
n#09010565	Omsk Omsk
n#08885490	West_Yorkshire West_yorkshire
v#00102586	ferir lesar danificar dano
r#00021878	às_vezes por_vezes uma_vez as_vezes outrora
r#00071456	cerca_de
a#02551259	aquoso
v#00155869	aumentar acrescentar crescer subir avultar elevar-se altear
r#00158309	certeiramente precisamente exactamente
n#04535634	vimblastina
n#02469472	girino girino
n#00488225	jogo_de_cartas
n#01031563	Naturismo nudismo naturismo
n#01001923	Cefalometria cefalometria
n#04993604	salinidade salinidade
r#00128168	tipicamente
r#00283743	caoticamente de_forma_caótica
v#00789448	telefonar
v#01155090	avaçar
n#14487443	adulteração
v#02724126	enclausurar
n#02403003	boi
n#11800799	Aristolochiales
n#02197413	Drosophilidae
a#03102871	probabilístico
n#03570372	infraestrutura infra-estrutura
n#11173199	Gregor_Mendel Gregor_mendel
n#01971280	calamar lula
n#02846511	lousa quadro_preto Quadro_negro Quadro-negro quadro-negro
n#08479202	Sionismo sionismo
n#04931965	estrutura arquitectura arquitectura_do_computador
v#00014549	em_atividade se_movimentando
n#00082870	assunção
n#08978821	Pártia
n#14294517	Espondilolistese
a#00589448	convencido vaidoso cheio_de_si
n#10038778	duque
n#03355468	Chirimía
a#01961205	ocasional
n#12327407	Grias
n#02681518	ornamento decoração
n#12819728	viperina
n#00649760	diálise
n#02922798	estopa
n#11926833	árnica arnica
n#03743902	monumentos monumento
r#00103664	etc etcétera etc. etcetera
v#00370126	refrescar
n#07800740	forragem_animal forragens
a#02476485	aliado confederativo
a#00160573	desvinculado
a#01222360	honesta
n#11058914	John_Edgar_Hoover John_edgar_hoover
n#07002599	perfil
n#05849789	qualidade carácter_distintivo
a#00919984	louco
n#12204546	Corchorus
a#02290714	quantitativo
n#01182654	processo pleito
n#10219380	janízaro
n#12591017	Açai açaí
a#00051045	capaz adequado
n#02774630	Bagagens bagagem mala bagagem embrulho
n#04419315	Teofilina teofilina
n#05321307	ouvido_interno labirinto
n#12985420	trufa
n#10857540	John_Wilkes_Booth John_wilkes_booth
n#13776432	milhão milhentos zilhão
n#10994660	Geoffrey_de_Monmouth Geoffrey_de_monmouth
n#07531536	orgulho soberba ufania
n#00397953	segmentação partição divisão separação
n#10535047	Robin_Hood Robin_hood
n#08808979	La_Spezia La_spezia La_Spezia
n#00292125	espreita
n#02757337	sonómetro
v#00759501	rogar suplicar
n#08660817	culturas_hidropónicas
n#13787379	seno
a#00566835	aparentado
n#05990738	Navalha_de_occam navalha_de_Occam
n#12201456	Theobroma
n#00969421	Terceira_Cruzada Terceira_cruzada
r#00204125	incorretamente erroneamente
n#12110630	Bromus
n#02989893	ceftriaxona ceftriaxona
n#10843705	Robert_Benchley Robert_benchley
n#08838070	Saipan
v#02303331	renunciar perder abandonar prevaricação penalidade
n#14594313	polietileno polietileno
n#00125436	baterdeleve
n#07972425	feudalismo Feudalismo feudalismo
v#01321002	podar
a#00337404	incerto inseguro
a#00746451	frustrante
n#03175189	Denim
n#12693734	Callitriche
n#09883947	sapatão fufa
a#02466734	astuto escorregadio
n#01103492	rotogravura
n#08921613	Shikoku
n#06009086	Origem_de_coordenadas
n#11953610	chicória
n#13148791	Piperaceae
n#06948761	Inglês_médio Língua_inglesa_média inglês_médio
n#05621808	acume
n#05659365	equilíbrio
n#09855433	biógrafo biografista
n#10667187	idiota estúpido imbecil agrião-mouro
n#14291435	queimadura_de_terceiro_grau
n#14342132	encefalite Encefalites encefalite
n#14196965	linfocitose linfocitose
n#04351233	naipe
n#09051726	cinturão_do_sol
n#10944686	John_Foster_Dulles John_foster_dulles
a#02693533	quimioterapêutico
v#00915423	gritar
r#00223395	fielmente
n#07222728	Cantiga_de_roda
n#03306385	TGV combóios_de_alta_velocidade combóios_rápidos
n#07708798	vegetal legume
n#08313592	Primeiro_Concílio_de_Nicéia
n#02285179	Mariposa-das-maçãs
n#15217308	Muharram
n#15020628	necrófago
n#02603737	Pempheridae
n#02971167	pneu_de_carros
n#11093674	Judas_Iscariotes Judas_iscariotes Judas
n#08775297	Renânia Renânia
n#10147352	Griot
n#03035510	cisterna
n#07519773	medo consternação estupefação
n#12159555	abobrinha
v#01559590	serrar
n#03488438	aparelho_de_telefone
n#14063089	morte_aparente
n#14446493	conforto
n#06978766	Língua_georgiana
n#11306473	Tobias_Smollett Tobias_smollett
n#07675262	óleo_de_soja óleo_de_soja
v#00316195	aumentar subir
n#00365012	fluorização
n#07087346	recitativo
n#09862845	culturista
a#02343762	destacado
n#05143077	lucro saqué
a#02716605	económico econômico
n#10185793	joquei ginete cavaleiro
n#11051822	Hirohito
a#01585491	patológico
n#14638256	gálio Galio gálio
n#10109985	liberto homem_livre
n#07497976	fascinação
n#14835980	Diol
n#09296121	golfo baía
r#00034137	o_mais_breve_possível o_mais_rápido_possível
n#05632446	fantasia
n#05336635	aorta_abdominal
n#02177972	Caruncho
a#01982186	simbólico
n#03557840	bancos_de_gelo_flutuante
n#10468750	Listas_de_presidentes Presidente presidente reitor
n#06962454	samnitas
n#11447319	sinal
n#09020961	Tadjiquistão Tajiquistão Tadjiquistão
n#06202296	inclinação
n#13945919	condição posição estado classe status
n#06199142	simpatia compreensão
n#01395254	Ciliados Ciliophora
v#00982178	cecear
n#08215801	guarda-costas guarda
n#11949402	camomila Camomila-romana Chamaemelum_nobile camomila-romana
n#13435918	autólise autólise
v#00641252	subtrair deduzir
n#07591473	caldeirada
n#06227121	Igreja_Adventista_do_Sétimo_Dia Igreja_adventista_do_sétimo_dia
n#03727067	mastaba
n#09370773	Cataratas_do_Niágara Cataratas_do_niágara
n#05625066	fecundidade
n#14768201	trióxido_de_arsênio arsénio arsênio arsênico arsênico-branco mata-ratos
n#11200949	Thomas_Nast Thomas_nast
n#05979595	Satanismo satanismo
n#05555917	pança
r#00395574	em_massa
a#02176178	complexo intrincado
n#11944569	Carduus
a#00995468	desfavorável
n#05621439	astúcia astucidade sagacidade
n#06873017	Mezzo_soprano Mezzo-soprano Mezzo-sopranos Mezzosoprano
n#08654360	Províncias_da_República_Popular_da_China país províncias
n#09726120	panamenho
n#07059626	Disco_Music Disco_music Disco Música_Disco música_disco
n#04157320	escultura Escultura escultura
v#00242976	unir
n#09498301	Mantícora Manticora
n#07419960	remição remissão
a#00273082	escuro
n#03385557	Fortaleza Fortificação fortaleza
n#02115641	dingo
v#02255715	permitir
n#04863969	decisão
n#10887137	Willa_Cather Willa_cather
n#01694709	Varanidae
a#01011973	inicial
r#00137562	alternadamente
a#02991287	estético
n#06840648	Ideograma ideograma
n#10981569	John_Charles_Frémont John_charles_frémont
n#12303349	Fraxinus
n#12948978	Griseliniaceae
n#04383839	Tafetá tafetá
n#01833283	Hemiprocnidae
v#00158222	subir crescer aumentar
n#05512835	ureter ureter
n#10951948	Jonathan_Edwards Jonathan_edwards
n#09262955	Caspa caspa
n#12158443	Cabaceiro-amargoso
r#00007703	em_parte parcialmente
n#09162955	Maracay
v#02421374	isentar
n#04536866	violino fiddle embuste
n#08156392	Dinastia_Ming Dinastia_ming dinastia_Ming
n#10826204	Isaac_Asimov Isaac_asimov
n#01154900	Nepotismo nepotismo nepotismo
n#03405265	móvel mobília mobiliário
n#04053508	Telémetro Telemetro telêmetro
a#02552849	dessecado
n#09833536	padeiro Padaria Padeiro
n#14142768	Febre_reumática
n#05206237	tédio
n#14939755	Icor
n#08946909	Granada Granada
n#11177695	Giacomo_Meyerbeer Giacomo_meyerbeer Óperas_de_Giacomo_Meyerbeer
a#01628677	inofensivo
n#04138261	cetim
n#03195118	diflunisal
n#14436285	anonimato anonimato
n#08603308	Parque_Nacional_de_Canyonlands
n#14706889	adenina adenina
n#11315580	Charles_Proteus_Steinmetz Charles_proteus_steinmetz
n#08043848	Frente_Revolucionária_Unida Frente_revolucionária_unida
n#10791002	Workaholic
n#06071426	embriologia Embriologia embriologia
n#04773761	motilidade motilidade
a#02996904	parabólico
v#02186868	chapinar
n#11061853	Sam_Houston Sam_houston
n#06220299	Republicanismo
n#09235053	Cabo_Trafalgar Cabo_trafalgar
n#11027127	Lionel_Hampton
n#06115179	microelectrónica microelectrônica microeletrónica microeletrônica
n#11119061	Charles_Laughton
n#07420770	prejuízo dano
n#07410883	refracção refração
n#07330362	karma Carma
n#08236438	sindicato consórcio
v#00857270	saudar
n#04608923	:pt:fotocopiadora :pt:xerox
n#06840530	pictograma
n#01010684	alternação
n#06779511	piada_interna
n#03684740	presídio prisão cadeia casa_de_detenção grades xilindró cana xadrez cárcere
v#01431230	beijar dar_um_beijo
n#11759609	Albizia_lebbeck
n#00508672	loteria Rifa rifa
a#00160425	apegado
n#05648146	incapacidade
n#09300559	Guyot
n#07577918	café
n#04403413	zoom zoom zum
n#00837293	bocejo bocejo
n#12651611	pereira pêra
n#10614812	ferreiro
n#08129883	National_Oceanic_and_Atmospheric_Administration
n#02891788	Metais metais
a#00914421	certo preciso exato correcto
r#00046002	caso_contrário
a#02647497	atrial
n#03578435	interface
r#00132322	pessoalmente
n#13511368	cadeia_de_Markov Cadeias_de_markov cadeias_de_Markov
n#03610682	quepe quepe boné
n#06971605	Língua_panjabi punjabi
a#00662318	cortado
n#11482985	momento
v#00665476	colocar fazer construir pôr deitar por
n#10991936	Bill_Gates Bill_gates
a#00193799	horrível temível terrível calamitoso temido medonho
n#13674660	Dólar_zimbabuano
n#01179927	Desobediência_Civil desobediência_civil
n#09590495	Brünnhild
n#13458019	putrefação decomposição
n#02454794	tatu-galinha
n#07114712	vogal Vogais Vogal
n#12839409	Acinos
v#02634808	entranhar enredar
